Number,Genus,Species,Subspecies,Preliminary,Herbarium,Collector,Colnumber,Country,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Plheight,Stemlength,Stemdiameter,Leafnumber,Sheath,Petiole,Rachislen,Nodivisions,Pinlen,Pinwid,Pedbract,Pedunclelen,Straclen,Stracnum,Stflowlen,Nostamen,Psraclen,Psracnum,Fruitlen,Fruitdiam,Seeds,Acaule,Vertic,Petiol,Shefib,Pinnae,Ahairs,Auricl,Flabel,Starac,Toment,Bracte,Arrang,Stampe,Surfac,Granul,Margin,Stamen,Stalen,Anther,Pisrac,Cuspid,Pismar,String,Angled,Frgray,Fibers,Locpit,Endbas,Xfiber,Endfib,Seeded,Opercu,Hollow,Fruitcolor
206,Attalea,exigua,,A. geraensis,NY,Hatschbach,42846,Brazil,16.25,-16.41,43.15,-43.25,900,,,,,,,,,40,2.5,,,,,,,,,,,,2,2,,2,1,1,2,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,
207,Attalea,exigua,,A. geraensis,NY,Noblick,5106,Brazil,17.49,-17.81,51.19,-51.31,660,,,,5,,,157,69,48,2,,3.25,,31,17,8,,14,,,,2,,,,1,,2,2,,2,1,1,1,2,2,1,2,3,1,,1,2,1,,,,,,,,,,,brown and gray
208,Attalea,exigua,,A. geraensis,NY,Pardini,79,Brazil,23.35,-23.58,48.03,-48.05,,,,,7,15,30,145,61,65,2.2,,,,,11.9,8,,,,,,2,,,,1,,2,,1,,,,1,2,2,1,2,3,1,,,2,,,,,,,,,,,,reddish-brown
492,Attalea,exigua,,A. geraensis,K,Noblick,4650,Brazil,14.1,-14.16,44.33,-44.55,590,,,,5,,18,162,82,,,42,14,3,27,14.9,,,,,,,2,,2,,1,,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,
494,Attalea,exigua,,A. geraensis,K,Noblick,4641,Brazil,13.5,-13.83,44.28,-44.46,660,,,,5,,25,139,85,37,1.7,42,13,,36,12.7,9,1,,59.1,38.9,,2,,2,,1,,2,2,1,,,,,,,,,,,1,,2,,2,2,,,,,,,,,dark brown
496,Attalea,exigua,,A. geraensis,K,Ratter,4959,Brazil,23.27,-23.45,48.25,-48.41,,,,,,,,,,41,1.9,,,,,,,,,43.1,33.6,,2,,,,1,,2,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,
497,Attalea,exigua,,A. geraensis,K,Ratter,6355,Brazil,15.08,-15.13,46.46,-46.75,,,,,,,,,,47.5,2,,,,,,,,,,,,2,,,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,russet to chestnut
541,Attalea,exigua,,A. geraensis,BH,Eiten,2220,Brazil,22.15,-22.25,47.08,-47.13,630,,,,5,,25,139,,44.5,1.5,,,,,,,,,,,3,2,,,,1,,2,2,1,,,,,,,,,,,1,1,2,,,,,,,1,2,,,,
542,Attalea,exigua,,A. geraensis,BH,Eiten,2208,Brazil,22.15,-22.25,47.08,-47.13,630,,,,,,,,,39,1.7,,,4.8,,,,,,,,,2,,,,1,,2,2,1,,,,,,,,,,,,,,,,,,,,1,2,,,,
543,Attalea,exigua,,A. geraensis,BH,Eiten,1902,Brazil,22.15,-22.25,47.08,-47.13,630,,,15,,,16,,,46.5,2.4,,,,,,,,,,,,2,,2,,1,,2,2,1,,,,,,,,,,,1,1,2,,,,,,,,,,,,
544,Attalea,exigua,,A. geraensis,BH,Eiten,2212,Brazil,22.15,-22.25,47.08,-47.13,630,,,,,,,,,47,1.8,,,,,,,,,,,,2,,,,1,,2,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,
,Attalea,exigua,,A. geraensis,SP,Eiten,1479,Brazil,22.22,-22.37,46.56,-46.94,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,exigua,,A. geraensis,CEN,Bernacci,3346,Brazil,22.01,-22.01,47.52,-47.88,854,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Attalea,exigua,,A. geraensis,MO,Noblick,4628,Brazil,12.18,-12.3,44.32,-44.53,710,,,,6,,60,186,80,37.5,2.2,46,15,5,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Attalea,exigua,,A. geraensis,F,Glassman,13066,Brazil,17.36,-17.6,50.44,-50.73,,,,,,,,,,,,,,,,13.6,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
750,Attalea,exigua,,A. geraensis,F,Glassman,13085,Brazil,16.5,-16.83,54.4,-54.66,,,,,,,,,,49,2.8,,,6,,14.3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
751,Attalea,exigua,,A. geraensis,F,Glassman,8744,Brazil,21.55,-21.91,47.25,-47.41,,,,,,,,,,41,2.2,,,,,,,,,,,,2,,,,1,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
752,Attalea,exigua,,A. geraensis,F,Glassman,8016,Brazil,18.59,-18.98,44.16,-44.26,,,,,,,,,,,,,,,,,,,,63.1,42.5,2,2,,,,1,,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
753,Attalea,exigua,,A. geraensis,F,Glassman,13065,Brazil,17.36,-17.6,50.44,-50.73,,,,,,,,,,,2.2,,,,,11,,,,,,,2,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
754,Attalea,exigua,,A. geraensis,F,Glassman,8017,Brazil,22.09,-22.15,47.53,-47.88,,,,,,,,,,,,,,4.4,,,,,,,,,2,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
755,Attalea,exigua,,A. geraensis,F,Glassman,13087,Brazil,16.5,-16.83,54.4,-54.66,,,,,,,,,,,,,,,,,,,,65.5,42.4,3,2,,,,,,,,1,,,,,,,,,,,,,,,2,2,,,,,,,,,
756,Attalea,exigua,,A. geraensis,F,Glassman,8745,Brazil,21.55,-21.91,47.25,-47.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Attalea,exigua,,A. geraensis,F,Glassman,13074,Brazil,17.36,-17.6,50.44,-50.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Attalea,exigua,,A. geraensis,F,Glassman,13068,Brazil,17.36,-17.6,50.44,-50.73,,,,,,,,,,,,,,,,,,,,,,4,2,,,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Attalea,exigua,,A. geraensis,F,Glassman,8014,Brazil,22.09,-22.15,47.53,-47.88,,,,,,,,,,,,,,2.8,,15,7,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
196,Attalea,exigua,,A. geraensis,NY,Noblick,5120,Paraguay,25.37,-25.66,56.55,-56.91,800,,,,7,,3.3,224,93,53,3.2,59,,5.5,,14.3,10,3,39,55.6,44.4,3,2,2,2,2,1,1,2,2,,2,1,1,1,2,2,1,2,3,1,,1,2,1,2,2,1,,,1,2,2,1,2,dark brown
197,Attalea,exigua,,A. geraensis,NY,Noblick,5125,Paraguay,22.39,-22.65,56.01,-56.01,270,,,,7,,3,217,92,48.5,1.7,53,7.5,7,60,12.5,9,,14,76.5,56.5,,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,3,1,,1,2,,2,2,,,,,,,,,dark brown
201,Attalea,exigua,,A. geraensis,NY,Zardini,46417,Paraguay,22.41,-22.68,56.38,-56.63,,,,,,,,,,,2.2,,,,,13.4,9,,,,,4,2,,2,,1,,2,,1,2,1,1,1,2,2,1,2,3,1,1,1,2,,,,,2,1,,2,,,,brown
203,Attalea,exigua,,A. geraensis,NY,Zardini,45154,Paraguay,22.41,-22.68,56,-56,360,,,,,,15,,82,51,2.2,,,,,,,,,,,,2,,2,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,brown
205,Attalea,exigua,,A. geraensis,NY,Zardini,52737,Paraguay,22.37,-22.61,56.01,-56.01,,,,,,,,,,,,,,,,,,,,58.3,44,,2,,,,,,2,,,,,,,,,,,,,,1,2,,2,2,,,,,,,,,brown
545,Attalea,exigua,,A. geraensis,BH,Schinini,14805,Paraguay,25.23,-25.38,57.09,-57.15,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
758,Attalea,exigua,,A. geraensis,F,Schinini,20286,Paraguay,22.38,-22.63,56.01,-56.01,,,,,,,,,,54.5,2.9,,,6.9,,13.5,,,,,,,2,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
187,Attalea,funifera,,A. funifera,NY,Gentry,50005,Brazil,14.5,-14.83,39.02,-39.03,40,,4,,,,,,,56.5,3.6,,,,,,,17,,,,,1,2,,1,2,3,2,,,,,,,,,,,,,,1,2,,,,,,,,,,,,
188,Attalea,funifera,,A. funifera,NY,Henderson,1616,Brazil,14.5,-14.83,39.01,-39.02,,,5,,10,60,300,,,,,,,,,,,,,115.6,66.7,,1,,2,,2,,,,,,,,,,,,,,,,1,2,1,2,2,,,,,,,,,
189,Attalea,funifera,,A. funifera,NY,Noblick,4710,Brazil,13.3,-13.5,39.03,-39.05,10,,4.5,25,13,,,328,119,88,5.2,164,90,20.5,,20.4,6,,,85.2,58.2,1,1,,2,1,2,,2,2,,2,1,8,1,2,2,2,1,3,1,,,2,,2,2,1,2,1,1,2,2,1,2,
190,Attalea,funifera,,A. funifera,NY,Mori,10879,Brazil,16.23,-16.38,39.2,-39.33,,5,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,2,,,
191,Attalea,funifera,,A. funifera,NY,Noblick,4245,Brazil,14.54,-14.9,39.12,-39.2,,,3.5,20,7,,245,,148,91,3.4,,110,,135,18.1,6,,75,,,,1,,2,1,2,,2,2,,2,1,8,1,2,2,2,1,3,1,,,2,,,,,,,,,,,,
192,Attalea,funifera,,A. funifera,NY,Rose,19698,Brazil,12.58,-12.96,38.24,-38.4,,,,,,,,,,,2.6,,,12,,,,,,,,,,,,,2,,2,,,2,1,8,,,,,,,,,,,,,,,,,,,,,,
194,Attalea,funifera,,A. funifera,NY,Amorim,1160,Brazil,15.09,-15.15,39.05,-39.08,,,,,,,,,,83,3.9,,,,,,,,,,,,,,,,,3,,,,,,8,,,,,,,,,1,2,,,,,,,,,,,,
490,Attalea,funifera,,A. funifera,K,Silva,747,Brazil,13.39,-13.65,39.07,-39.11,,12.5,,25,,,,,140,,4.4,,,,,23.8,,,,,,,1,2,,1,2,3,2,,,2,1,8,1,2,2,2,1,3,1,,,,,,,,,,,,,,,
538,Attalea,funifera,,A. funifera,BH,Harley,17369,Brazil,16,-16,39.03,-39.05,1,,2.5,,,,,,,,,,,,,,,19,,,,,1,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Attalea,funifera,,A. funifera,BH,Noblick,4580,Brazil,13.02,-13.03,39,-39,,,1.5,30,8,,,513,151,113,5,,,16,145,18.9,,,,,,,1,,,,2,,2,,,2,1,8,,,,,,,,,,,,,,,,,,,,,,
645,Attalea,funifera,,A. funifera,MO,Noblick,4586,Brazil,12.59,-12.98,38.31,-38.51,,,,,8,75,,536,132,,,170,63,,,,,,,,,,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Attalea,funifera,,A. funifera,F,Noblick,4578,Brazil,13.02,-13.03,39,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Attalea,funifera,,A. funifera,F,Noblick,4579,Brazil,13.02,-13.03,39,-39,,,2.5,30,8,,75,360,135,,,,37,15,80,21.8,,10,,,,,1,,2,,2,,2,2,1,2,1,8,1,2,2,2,1,3,1,,,,,,,,,,,,,,,
747,Attalea,funifera,,A. funifera,F,Dahlgren,,Brazil,12.58,-12.96,38.25,-38.41,,,,,,,,,,,,,,,,,,,,72.1,40,2,,,,,,,,,1,,,,,,,,,,,1,,,,2,2,,,,,,,,,
193,Attalea,funifera,,A. funifera,NY,Amorim,1531,Brazil,11.19,-11.31,37.19,-37.31,,,,,,,,,,92,4,,,,,,,,,78.1,50,,2,,,,,3,,,,,,,,,,,,,,,1,2,,2,2,,,,,2,,,,
743,Attalea,funifera,,A. funifera,F,Noblick,4684,Brazil,12.1,-12.16,38.26,-38.43,75,,,,8,,44,422,136,,,168,64,,,22.4,,,,84.1,49,1,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
744,Attalea,funifera,,A. funifera,F,Noblick,4697,Brazil,11.56,-11.93,38.05,-38.08,20,,,,7,,101,352,105,,,,47,9,,15.5,,,,,,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,funifera,,A. funifera,NY,Thomas,15597,Brazil,11.09,-11.15,37.15,-37.25,40,,1,,,,,,,,3.5,,,,,,,,,77,46.5,,1,,,,2,,2,,,,,,,,,,,,,,1,2,1,2,2,,,,,,,,,
,Attalea,funifera,,A. funifera,HUEFS,Noblick,2226,Brazil,12.28,-12.48,38.18,-38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,funifera,,A. funifera,INPA,Santana,15,Brazil,11.34,-11.58,37.37,-37.63,76,,,,5,,185,401,111,,,120,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,funifera,,A. funifera,INPA,Santana,14,Brazil,12.54,-12.91,38.19,-38.32,,9,,,7,550,240,526,115,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,funifera,,A. funifera,INPA,Santana,13,Brazil,12.44,-12.73,38.14,-38.23,,7,0.6,,6,,,458,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,funifera,,A. funifera,ALCB,Noblick,5701,Brazil,14.23,-14.39,39.04,-39.07,149,,6,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,funifera,,A. funifera,ALCB,Noblick,1713,Brazil,12.55,-12.93,38.21,-38.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Attalea,guianensis,,S. guianensis,NY,Wessels Boer,1431,Surinam,4.1,4.16,56.2,-56.33,,,,,11,,40,400,92,78,2.3,,,,,10.7,6,,,,,,2,,2,,1,3,2,,1,1,1,6,8,2,2,2,1,3,1,,,,,,,,,,,,,,,
283,Attalea,guianensis,,S. guianensis,NY,Campbell,22295,Brazil,1.05,-1.08,57.02,-57.03,,2,,,,,,,72,,,,,,,,,,,,,1,,,,,1,,2,,,,,,,,,,,,,1,1,2,,2,2,2,,2,2,,2,2,,
11,Attalea,guianensis,,S. guianensis,NY,Moore,9535,Brazil,2.54,-2.9,59.58,-59.96,,,,,10,,100,450,79,70.5,2.5,,,,,,,2,,41.6,22.3,3,2,,2,,1,,2,2,,,,,,,,,,,,1,1,2,1,2,2,2,1,2,2,,2,2,,
13,Attalea,guianensis,,S. guianensis,NY,Prance,17572,Brazil,2.25,-2.41,60.01,-60.01,,,,,,,,,79,85,3.7,,,7,,8.8,6,,,,,,2,,,,1,,2,2,,1,1,6,8,2,2,2,1,3,1,,,,,,,,,,,,,,,
14,Attalea,guianensis,,S. guianensis,NY,Henderson,1071,Brazil,2.24,-2.4,59.45,-59.75,,,,,9,,100,500,,90,2.7,,,6.5,,11.7,6,,,46.6,27.8,3,2,,2,,1,3,2,2,1,1,1,6,8,2,2,2,1,3,1,,,,,2,2,2,1,2,2,,2,2,2,
,Attalea,guianensis,,S. guianensis,INPA,Rabelo,11,Brazil,2.52,-2.88,59.57,-59.96,,,,,10,30,90,,67,,,,,,,,,,,,,,2,,2,2,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,guianensis,,S. guianensis,INPA,Ribeiro,1048,Brazil,2.52,-2.88,59.57,-59.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,guianensis,,S. guianensis,INPA,Kahn,510,Brazil,3.06,-3.1,60.01,-60.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,guianensis,,S. guianensis,INPA,Kuchmeister,102,Brazil,2.52,-2.88,59.57,-59.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,guianensis,,S. guianensis,INPA,Coelho,,Brazil,2.52,-2.88,59.57,-59.96,,,,,,,100,,88,,,68,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,guianensis,,S. guianensis,INPA,Kahn,656,Brazil,3.06,-3.1,60.01,-60.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Attalea,guianensis,,S. guianensis,NY,Henderson,1170,Brazil,2.25,-2.41,60.01,-60.01,,,,,11,,81,448,83,92,3,,,3,,11.3,6,,,,,,2,2,2,2,1,3,2,2,1,1,1,6,8,2,2,2,1,3,1,,,,,,,,,,,,,,,
16,Attalea,guianensis,,S. guianensis,NY,Henderson,656,Brazil,2.25,-2.41,60.01,-60.01,,,,,8,,70,330,75,58,2.7,80,,7,,10,6,,,,,,2,,2,,1,,2,2,1,1,1,6,8,2,2,2,1,3,1,,,,,,,,,,,,,,,
124,Attalea,guianensis,,S. guianensis,NY,Assuncao,29,Brazil,2.53,-2.88,59.58,-59.96,,,,,,,,,,,,,,5,,9.5,6,,,,,,,,,,1,,2,,,1,1,6,8,2,2,2,1,3,1,,,,,,,,,,,,,,,
797,Attalea,guianensis,,S. guianensis,F,de Granville,7087,French Guian,2.4,2.66,53.1,-53.16,180,,,,16,,100,,80,86.5,3.3,70,100,5.5,,10,6,,,,,,2,,2,,1,,2,2,,1,1,6,8,2,2,2,1,3,1,,,,,,,,,,,,,,,
796,Attalea,guianensis,,S. maripensis,F,de Granville,7823,French Guian,3.02,3.03,53.34,-53.56,750,,,,,,75,600,105,105,4.5,,,8.7,,10.2,6,,,,,,2,,,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
791,Attalea,guianensis,,S. maripensis,F,de Granville,10174,French Guian,5.2,5.33,53,-53,,,,,,,,,,77,3,,,5.5,,9.7,6,,,,,,2,,2,,1,,2,,,1,1,6,8,2,2,2,1,3,1,,,,,,,,,,,,,,,
789,Attalea,guianensis,,S. maripensis,F,Sist,172,French Guian,5.2,5.33,53,-53,,,,,,,,,,94.5,3.5,,,8,,10.4,6,,,,,,2,,,,1,,2,,,1,1,6,8,2,2,2,1,3,1,,,,,,,,,,,,,,,
790,Attalea,guianensis,,S. maripensis,F,Sist,171,French Guian,5.2,5.33,53,-53,,,,,15,,85,425,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Attalea,guianensis,,S. maripensis,US,de Granville,11604,French Guian,4.04,4.06,53.09,-53.15,130,,,,13,,75,420,85,103,4.2,,,,,,,1.5,,61.4,25.3,1,2,,2,,1,,,,,,,,,,,,,,,,,2,,2,2,2,,2,2,,2,2,,yellow-brown
209,Attalea,humilis,,A. humilis,NY,Noblick,4506,Brazil,12.29,-12.48,38.31,-38.51,,,,,11,,2,275,97,,3.2,37,27,6.5,74,16.6,6,,,63.9,43.7,3,2,2,2,2,1,1,2,2,,2,1,1,1,2,2,1,1,3,1,,1,2,2,2,2,,,,1,2,,,2,
210,Attalea,humilis,,A. humilis,NY,Lanna,771,Brazil,15.4,-15.66,38.58,-38.96,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Attalea,humilis,,A. humilis,NY,Folli,1678,Brazil,19.05,-19.08,39.54,-39.9,,,,,,,,,,,2.5,,,,,14.5,6,,,,,,2,,,,1,,2,,,2,,1,1,2,2,1,1,3,1,,,,,,,,,,,,,,,
212,Attalea,humilis,,A. humilis,NY,Noblick,3732,Brazil,12.25,-12.41,38.45,-38.75,,,,,6,,90,322,123,,,57,22,,,18.8,6,,,66.8,46.1,2,2,,2,,1,1,2,2,,,,,1,2,2,1,1,3,1,,,2,2,2,2,1,,1,1,2,2,1,,
213,Attalea,humilis,,A. humilis,NY,Mori,9611,Brazil,17.34,-17.56,39.12,-39.2,,3.5,,,8,,50,,,,,,,,,,,,,,,2,2,,2,,1,1,2,2,,,,,,,,,,,,1,1,2,2,,,,,,,2,,,,
487,Attalea,humilis,,A. humilis,K,Harley,18269,Brazil,15.19,-15.31,39,-39,,,,,,,100,,,42.5,2.1,,,,,,,,,,,,2,,2,,1,,2,2,,,,,,,,,,,,1,,2,,,,,,,,,,,,light brown
,Attalea,humilis,,A. humilis,K,Harley,17968,Brazil,17.31,-17.51,39.13,-39.21,,,,,,,40,,,50,2.6,,65,3.5,,,,,,,,,2,,2,,1,,2,2,,2,1,1,1,2,2,1,1,3,1,,,,,,,,,,,,,,,brown
493,Attalea,humilis,,A. humilis,K,Gentry,49476,Brazil,22.12,-22.2,41.4,-41.66,10,,,,,,,,,74,3,,,,,14.5,,,,,,,2,,,,,,,,,2,1,1,1,2,2,1,1,3,1,,,,,,,,,,,,,,,
547,Attalea,humilis,,A. humilis,BH,Glassman,13011,Brazil,12.4,-12.66,38.33,-38.55,,,,,,,,,,,,,,4,,14.8,,,,,,,2,,,,,,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,
548,Attalea,humilis,,A. humilis,BH,Noblick,4505,Brazil,12.37,-12.61,38.36,-38.6,,,,,7,,110,276,105,55,3.4,38,27,6,96,15.9,,,,69.1,55.2,,2,,2,,1,,2,2,,2,1,1,,,,,,,,,,,,2,2,,,,,,,,,
549,Attalea,humilis,,A. humilis,BH,Noblick,4511,Brazil,12.56,-12.93,39.1,-39.16,,,,,9,,125,338,102,,,,37,6.5,85,18.5,,,,,,3,2,,2,,1,,2,,1,2,1,1,1,2,2,1,1,3,1,,,,2,2,2,1,2,,1,2,,,,
761,Attalea,humilis,,A. humilis,F,Noblick,4575,Brazil,12.27,-12.45,38.38,-38.63,,,,,6,,100,,112,80,3.9,56,19,9,,12.9,6,4,75,,,,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,1,3,1,,,,,,,,,,,,,,,
762,Attalea,humilis,,A. humilis,F,Glassman,13013,Brazil,12.4,-12.66,38.33,-38.55,,,,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Attalea,humilis,,A. humilis,F,Noblick,4403,Brazil,14.45,-14.75,39.12,-39.2,2,,,,7,,105,345,105,,,,15,3.2,77,18.6,6,,,58.6,39.3,3,2,,2,,1,,2,2,,2,1,1,1,2,2,1,1,3,1,,,,,2,2,,,,,,,,,
765,Attalea,humilis,,A. humilis,F,Glassman,13014,Brazil,12.4,-12.66,38.33,-38.55,,,,,,,,,,,,,,5,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,Attalea,humilis,,A. humilis,F,Noblick,4577,Brazil,12.27,-12.45,38.38,-38.63,,,1,37,12,,,,,,,,,,,,,,,75.3,41.1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
249,Attalea,iguadummat,,A. iguadummat,NY,de Nevers,7656,Panama,9.24,9.4,79.06,-79.1,65,,,,15,,60,815,117,122,5,155,,9.5,,16.6,8,,,,,,,,,,,,,,1,1,1,6,2,2,2,2,2,3,1,,,,,,,,,,,,,,,
498,Attalea,iguadummat,,A. iguadummat,K,de Nevers,7197,Panama,9.2,9.33,79.45,-79.75,360,,,,13,,,689,106,123,4.4,176,70,,,,,,,92.6,49.2,2,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,1,,2,2,,,,1,2,,,,
546,Attalea,iguadummat,,A. iguadummat,BH,de Nevers,7734,Panama,9.2,9.33,79.45,-79.75,350,,,,14,,65,711,108,112,5.5,130,65,11.5,,13.7,,,,,,,2,,2,,1,,2,2,1,1,1,6,,,,,,,,,,,,,,,,,,,,,,
605,Attalea,iguadummat,,A. iguadummat,MO,Hammel,14387,Panama,9.25,9.41,79.4,-79.66,420,,,,,,,,100,,,,,13.5,,16,9,,,,,,2,,,,1,,2,2,,1,1,6,2,2,2,2,2,3,1,,,,,,,,,,,,,,,
717,Attalea,iguadummat,,A. iguadummat,MO,Hammel,14507,Panama,9.25,9.41,79.4,-79.66,500,,,,,,,,,,,,,,,,,,,92.4,50.9,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
602,Attalea,iguadummat,,A. iguadummat,US,Dressler,3405,Panama,9.21,9.35,79.45,-79.75,,,,,,,,,,108,6.6,,,,,,,1.3,,92,63.6,3,2,,,,1,,,,,,,,,,,,,,,1,1,,1,2,2,1,1,2,1,2,2,1,,
534,Attalea,insignis,,S. insignis,AAU,Lawesson,44408,Ecuador,0.33,-0.55,75.13,-75.21,190,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,1,1,,,,,,,,,,,,2,,,,,,,,,,,,,,
17,Attalea,insignis,,S. insignis,NY,Henderson,821,Brazil,4.22,-4.36,70.11,-70.18,,,,,10,,330,750,148,77.7,4,,,18,,12.4,6,,,,,,2,,2,,3,3,1,1,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
18,Attalea,insignis,,S. insignis,NY,Pipoly,13888,Peru,3.2,-3.33,72.55,-72.91,120,,,,,,,,,65.5,4.6,,,,,,,,,79.3,38.7,2,,,,,3,3,1,1,,,,,,,,,,,,,2,2,,2,2,,,,1,2,2,,,brown
19,Attalea,insignis,,S. insignis,NY,Pardini,20,Brazil,6.28,-6.46,68.46,-68.76,,,,,9,48,164,430,114,93,4.2,,,25.5,,13.7,6,0.5,,,,,2,,2,,3,3,1,1,1,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,1,2,2,,,
20,Attalea,insignis,,S. insignis,NY,Henderson,856,Brazil,4.3,-4.5,71.4,-71.66,150,,,,11,,,700,144,83,3.3,,,20,,15.8,6,0.5,,71.7,41.1,3,2,2,,2,3,,1,1,,1,1,6,2,2,2,2,1,2,1,,2,2,1,2,2,1,2,1,1,2,2,1,2,
21,Attalea,insignis,,S. insignis,NY,Krukoff,5622,Brazil,9.2,-9.33,69,-69,,,,,,,,,,,3.5,,,14,,11.4,6,,,,,,,,,,3,,1,,1,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
22,Attalea,insignis,,S. insignis,NY,Krukoff,5572,Brazil,9.2,-9.33,69,-69,,,,,,,,,,,3.8,,,,,,6,,,,,,,,,,3,,1,,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
23,Attalea,insignis,,S. insignis,NY,Krukoff,5618,Brazil,9.2,-9.33,69,-69,,,,,,,,,,,4.5,,,,,,6,1.5,,,,,,,,,3,,1,,,,,,2,2,2,2,1,2,1,2,,2,1,,,,,,,,,,,
24,Attalea,insignis,,S. insignis,NY,Ferreira,420,Brazil,9.12,-9.2,68.44,-68.73,,,,,11,,259,474,133,70,4,105,40,,,,6,,,,,,2,,2,,3,,1,1,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,brown
